ProviderNamespace,ResourceType,ModuleDisplayName,ModuleName,ModuleStatus,RepoURL,RegistryURL,TelemetryIdPrefix,PrimaryModuleOwnerGHHandle,PrimaryModuleOwnerDisplayName,ModuleOwnersGHTeam,ModuleContributorsGHTeam,Description
Microsoft.Network,ApplicationGatewayWebApplicationFirewallPolicies,Application Gateway Web Application Firewall (WAF) Policies,avm-res-network-applicationgatewaywebapplicationfirewallpolicy,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/applicationgatewaywebapplicationfirewallpolicy,,46d3xbcp.res.network-appgwwebappfirewallpolicy,,,@azure/avm-res-network-applicationgatewaywebapplicationfirewallpolicy-module-owners-bicep,@azure/avm-res-network-applicationgatewaywebapplicationfirewallpolicy-module-contributors-bicep,
Microsoft.Network,applicationSecurityGroups,Application Security Groups (ASG),avm-res-network-applicationsecuritygroup,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/applicationsecuritygroup,,46d3xbcp.res.network-applicationsecuritygroup,segraef,Sebastian Graef,@azure/avm-res-network-applicationsecuritygroup-module-owners-bicep,@azure/avm-res-network-applicationsecuritygroup-module-contributors-bicep,
Microsoft.Network,azureFirewallFqdnTags,Azure Firewalls,avm-res-network-azurefirewallfqdntag,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/azurefirewallfqdntag,,46d3xbcp.res.network-azurefirewallfqdntag,rahalan,Rainer Halanek,@azure/avm-res-network-azurefirewallfqdntag-module-owners-bicep,@azure/avm-res-network-azurefirewallfqdntag-module-contributors-bicep,
Microsoft.Network,bastionHosts,Bastion Hosts,avm-res-network-bastionhost,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/bastionhost,,46d3xbcp.res.network-bastionhost,krbar,Kris Baranek,@azure/avm-res-network-bastionhost-module-owners-bicep,@azure/avm-res-network-bastionhost-module-contributors-bicep,
Microsoft.Network,connections,Virtual Network Gateway Connections,avm-res-network-connection,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/connection,,46d3xbcp.res.network-connection,,,@azure/avm-res-network-connection-module-owners-bicep,@azure/avm-res-network-connection-module-contributors-bicep,
Microsoft.Network,ddosProtectionPlans,DDoS Protection Plans,avm-res-network-ddosprotectionplan,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/ddosprotectionplan,,46d3xbcp.res.network-ddosprotectionplan,segraef,Sebastian Graef,@azure/avm-res-network-ddosprotectionplan-module-owners-bicep,@azure/avm-res-network-ddosprotectionplan-module-contributors-bicep,
Microsoft.Network,dnsForwardingRulesets,Dns Forwarding Rulesets,avm-res-network-dnsforwardingruleset,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/dnsforwardingruleset,,46d3xbcp.res.network-dnsforwardingruleset,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-network-dnsforwardingruleset-module-owners-bicep,@azure/avm-res-network-dnsforwardingruleset-module-contributors-bicep,
Microsoft.Network,dnsResolvers,DNS Resolvers,avm-res-network-dnsresolver,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/dnsresolver,,46d3xbcp.res.network-dnsresolver,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-network-dnsresolver-module-owners-bicep,@azure/avm-res-network-dnsresolver-module-contributors-bicep,
Microsoft.Network,dnsZones,Public DNS Zones,avm-res-network-dnszone,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/dnszone,,46d3xbcp.res.network-dnszone,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-network-dnszone-module-owners-bicep,@azure/avm-res-network-dnszone-module-contributors-bicep,
Microsoft.Network,expressRouteCircuits,ExpressRoute Circuits,avm-res-network-expressroutecircuit,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/expressroutecircuit,,46d3xbcp.res.network-expressroutecircuit,arnoldna,Nate Arnold,@azure/avm-res-network-expressroutecircuit-module-owners-bicep,@azure/avm-res-network-expressroutecircuit-module-contributors-bicep,
Microsoft.Network,expressRouteGateways,Express Route Gateways,avm-res-network-expressroutegateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/expressroutegateway,,46d3xbcp.res.network-expressroutegateway,arnoldna,Nate Arnold,@azure/avm-res-network-expressroutegateway-module-owners-bicep,@azure/avm-res-network-expressroutegateway-module-contributors-bicep,
Microsoft.Network,firewallPolicies,Firewall Policies,avm-res-network-firewallpolicy,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/firewallpolicy,,46d3xbcp.res.network-firewallpolicy,,,@azure/avm-res-network-firewallpolicy-module-owners-bicep,@azure/avm-res-network-firewallpolicy-module-contributors-bicep,
Microsoft.Network,frontdoorOperationResults,Azure Front Doors,avm-res-network-frontdooroperationresult,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/frontdooroperationresult,,46d3xbcp.res.network-frontdooroperationresult,,,@azure/avm-res-network-frontdooroperationresult-module-owners-bicep,@azure/avm-res-network-frontdooroperationresult-module-contributors-bicep,
Microsoft.Network,frontDoorWebApplicationFirewallPolicies,Front Door Web Application Firewall (WAF) Policies,avm-res-network-frontdoorwebapplicationfirewallpolicy,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/frontdoorwebapplicationfirewallpolicy,,46d3xbcp.network-frontdoorwebappfirewallpolicy,,,@azure/avm-res-network-frontdoorwebapplicationfirewallpolicy-module-owners-bicep,@azure/avm-res-network-frontdoorwebapplicationfirewallpolicy-module-contributors-bicep,
Microsoft.Network,ipGroups,IP Groups,avm-res-network-ipgroup,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/ipgroup,,46d3xbcp.res.network-ipgroup,ahmadabdalla,Ahmad Abdalla,@azure/avm-res-network-ipgroup-module-owners-bicep,@azure/avm-res-network-ipgroup-module-contributors-bicep,
Microsoft.Network,loadBalancers,Load Balancers,avm-res-network-loadbalancer,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/loadbalancer,,46d3xbcp.res.network-loadbalancer,,,@azure/avm-res-network-loadbalancer-module-owners-bicep,@azure/avm-res-network-loadbalancer-module-contributors-bicep,
Microsoft.Network,localNetworkGateways,Local Network Gateways,avm-res-network-localnetworkgateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/localnetworkgateway,,46d3xbcp.res.network-localnetworkgateway,,,@azure/avm-res-network-localnetworkgateway-module-owners-bicep,@azure/avm-res-network-localnetworkgateway-module-contributors-bicep,
Microsoft.Network,natGateways,NAT Gateways,avm-res-network-natgateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/natgateway,,46d3xbcp.res.network-natgateway,,,@azure/avm-res-network-natgateway-module-owners-bicep,@azure/avm-res-network-natgateway-module-contributors-bicep,
Microsoft.Network,networkInterfaces,Network Interface,avm-res-network-networkinterface,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/networkinterface,,46d3xbcp.res.network-networkinterface,segraef,Sebastian Graef,@azure/avm-res-network-networkinterface-module-owners-bicep,@azure/avm-res-network-networkinterface-module-contributors-bicep,
Microsoft.Network,networkManagerConnections,Network Managers,avm-res-network-networkmanagerconnection,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/networkmanagerconnection,,46d3xbcp.res.network-networkmanagerconnection,ahmadabdalla,Ahmad Abdalla,@azure/avm-res-network-networkmanagerconnection-module-owners-bicep,@azure/avm-res-network-networkmanagerconnection-module-contributors-bicep,
Microsoft.Network,networkSecurityGroups,Network Security Groups,avm-res-network-networksecuritygroup,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/networksecuritygroup,,46d3xbcp.res.network-networksecuritygroup,ahmadabdalla,Ahmad Abdalla,@azure/avm-res-network-networksecuritygroup-module-owners-bicep,@azure/avm-res-network-networksecuritygroup-module-contributors-bicep,
Microsoft.Network,networkWatchers,Network Watchers,avm-res-network-networkwatcher,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/networkwatcher,,46d3xbcp.res.network-networkwatcher,segraef,Sebastian Graef,@azure/avm-res-network-networkwatcher-module-owners-bicep,@azure/avm-res-network-networkwatcher-module-contributors-bicep,
Microsoft.Network,privateDnsZones,Private DNS Zones,avm-res-network-privatednszone,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/privatednszone,,46d3xbcp.res.network-privatednszone,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-network-privatednszone-module-owners-bicep,@azure/avm-res-network-privatednszone-module-contributors-bicep,
Microsoft.Network,privateEndpointRedirectMaps,Private Endpoints,avm-res-network-privateendpointredirectmap,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/privateendpointredirectmap,,46d3xbcp.res.network-privateendpointredirectmap,segraef,Sebastian Graef,@azure/avm-res-network-privateendpointredirectmap-module-owners-bicep,@azure/avm-res-network-privateendpointredirectmap-module-contributors-bicep,
Microsoft.Network,privateLinkServices,Private Link Services,avm-res-network-privatelinkservice,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/privatelinkservice,,46d3xbcp.res.network-privatelinkservice,ahmadabdalla,Ahmad Abdalla,@azure/avm-res-network-privatelinkservice-module-owners-bicep,@azure/avm-res-network-privatelinkservice-module-contributors-bicep,
Microsoft.Network,publicIPAddresses,Public IP Addresses,avm-res-network-publicipaddress,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/publicipaddress,,46d3xbcp.res.network-publicipaddress,krbar,Kris Baranek,@azure/avm-res-network-publicipaddress-module-owners-bicep,@azure/avm-res-network-publicipaddress-module-contributors-bicep,
Microsoft.Network,publicIPPrefixes,Public IP Prefixes,avm-res-network-publicipprefix,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/publicipprefix,,46d3xbcp.res.network-publicipprefix,krbar,Kris Baranek,@azure/avm-res-network-publicipprefix-module-owners-bicep,@azure/avm-res-network-publicipprefix-module-contributors-bicep,
Microsoft.Network,routeTables,Route Tables,avm-res-network-routetable,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/routetable,,46d3xbcp.res.network-routetable,segraef,Sebastian Graef,@azure/avm-res-network-routetable-module-owners-bicep,@azure/avm-res-network-routetable-module-contributors-bicep,
Microsoft.Network,serviceEndpointPolicies,Service Endpoint Policies,avm-res-network-serviceendpointpolicy,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/serviceendpointpolicy,,46d3xbcp.res.network-serviceendpointpolicy,,,@azure/avm-res-network-serviceendpointpolicy-module-owners-bicep,@azure/avm-res-network-serviceendpointpolicy-module-contributors-bicep,
Microsoft.Network,trafficmanagerprofiles,Traffic Manager Profiles,avm-res-network-trafficmanagerprofile,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/trafficmanagerprofile,,46d3xbcp.res.network-trafficmanagerprofile,,,@azure/avm-res-network-trafficmanagerprofile-module-owners-bicep,@azure/avm-res-network-trafficmanagerprofile-module-contributors-bicep,
Microsoft.Network,virtualHubs,Virtual Hubs,avm-res-network-virtualhub,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/virtualhub,,46d3xbcp.res.network-virtualhub,arnoldna,Nate Arnold,@azure/avm-res-network-virtualhub-module-owners-bicep,@azure/avm-res-network-virtualhub-module-contributors-bicep,
Microsoft.Network,virtualNetworkGateways,Virtual Networks,avm-res-network-virtualnetworkgateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/virtualnetworkgateway,,46d3xbcp.res.network-virtualnetworkgateway,elbatane,Elena Batanero,@azure/avm-res-network-virtualnetworkgateway-module-owners-bicep,@azure/avm-res-network-virtualnetworkgateway-module-contributors-bicep,
Microsoft.Network,virtualNetworkGateways,Virtual Network Gateways,avm-res-network-virtualnetworkgateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/virtualnetworkgateway,,46d3xbcp.res.network-virtualnetworkgateway,,,@azure/avm-res-network-virtualnetworkgateway-module-owners-bicep,@azure/avm-res-network-virtualnetworkgateway-module-contributors-bicep,
Microsoft.Network,virtualWans,Virtual WANs,avm-res-network-virtualwan,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/virtualwan,,46d3xbcp.res.network-virtualwan,,,@azure/avm-res-network-virtualwan-module-owners-bicep,@azure/avm-res-network-virtualwan-module-contributors-bicep,
Microsoft.Network,vpnGateways,VPN Gateways,avm-res-network-vpngateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/vpngateway,,46d3xbcp.res.network-vpngateway,,,@azure/avm-res-network-vpngateway-module-owners-bicep,@azure/avm-res-network-vpngateway-module-contributors-bicep,
Microsoft.Network,vpnSites,VPN Sites,avm-res-network-vpnsite,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/network/vpnsite,,46d3xbcp.res.network-vpnsite,,,@azure/avm-res-network-vpnsite-module-owners-bicep,@azure/avm-res-network-vpnsite-module-contributors-bicep,
Microsoft.OperationalInsights,workspaces,Log Analytics Workspaces,avm-res-operationalinsights-workspace,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/operationalinsights/workspace,,46d3xbcp.res.operationalinsights-workspace,krbar,Kris Baranek,@azure/avm-res-operationalinsights-workspace-module-owners-bicep,@azure/avm-res-operationalinsights-workspace-module-contributors-bicep,
Microsoft.OperationsManagement,solutions,Operations Management Solutions,avm-res-operationsmanagement-solution,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/operationsmanagement/solution,,46d3xbcp.res.operationsmanagement-solution,,,@azure/avm-res-operationsmanagement-solution-module-owners-bicep,@azure/avm-res-operationsmanagement-solution-module-contributors-bicep,
Microsoft.PolicyInsights,remediations,Policy Insights Remediations,avm-res-policyinsights-remediation,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/policyinsights/remediation,,46d3xbcp.res.policyinsights-remediation,,,@azure/avm-res-policyinsights-remediation-module-owners-bicep,@azure/avm-res-policyinsights-remediation-module-contributors-bicep,
Microsoft.PowerBIDedicated,capacities,Power BI Dedicated Capacities,avm-res-powerbidedicated-capacity,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/powerbidedicated/capacity,,46d3xbcp.res.powerbidedicated-capacity,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-powerbidedicated-capacity-module-owners-bicep,@azure/avm-res-powerbidedicated-capacity-module-contributors-bicep,
Microsoft.Purview,accounts,Purview Accounts,avm-res-purview-account,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/purview/account,,46d3xbcp.res.purview-account,,,@azure/avm-res-purview-account-module-owners-bicep,@azure/avm-res-purview-account-module-contributors-bicep,
Microsoft.RecoveryServices,vaults,Recovery Services Vaults,avm-res-recoveryservices-vault,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/recoveryservices/vault,,46d3xbcp.res.recoveryservices-vault,,,@azure/avm-res-recoveryservices-vault-module-owners-bicep,@azure/avm-res-recoveryservices-vault-module-contributors-bicep,
Microsoft.Relay,namespaces,Relay Namespaces,avm-res-relay-namespace,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/relay/namespace,,46d3xbcp.res.relay-namespace,,,@azure/avm-res-relay-namespace-module-owners-bicep,@azure/avm-res-relay-namespace-module-contributors-bicep,
Microsoft.ResourceGraph,queries,Resource Graph Queries,avm-res-resourcegraph-query,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/resourcegraph/query,,46d3xbcp.resourcegraph-query,,,@azure/avm-res-resourcegraph-query-module-owners-bicep,@azure/avm-res-resourcegraph-query-module-contributors-bicep,
Microsoft.Resources,deploymentScripts,Deployment Scripts,avm-res-resources-deploymentscript,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/resources/deploymentscript,,46d3xbcp.res.resources-deploymentscript,,,@azure/avm-res-resources-deploymentscript-module-owners-bicep,@azure/avm-res-resources-deploymentscript-module-contributors-bicep,
Microsoft.Resources,resourceGroups,Resource Groups,avm-res-resources-resourcegroup,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/resources/resourcegroup,,46d3xbcp.res.resources-resourcegroup,segraef,Sebastian Graef,@azure/avm-res-resources-resourcegroup-module-owners-bicep,@azure/avm-res-resources-resourcegroup-module-contributors-bicep,
Microsoft.Resources,tagNamespaceOperationResults,Resources Tags,avm-res-resources-tagnamespaceoperationresult,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/resources/tagnamespaceoperationresult,,46d3xbcp.res.resources-tagnamespaceoperationres,segraef,Sebastian Graef,@azure/avm-res-resources-tagnamespaceoperationresult-module-owners-bicep,@azure/avm-res-resources-tagnamespaceoperationresult-module-contributors-bicep,
Microsoft.Search,searchServices,Search Services,avm-res-search-searchservice,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/search/searchservice,,46d3xbcp.search-searchservice,,,@azure/avm-res-search-searchservice-module-owners-bicep,@azure/avm-res-search-searchservice-module-contributors-bicep,
Microsoft.Security,security,Azure Security Center (Defender for Cloud),avm-res-security-security,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/security/security,,46d3xbcp.res.security-security,,,@azure/avm-res-security-security-module-owners-bicep,@azure/avm-res-security-security-module-contributors-bicep,
Microsoft.ServiceBus,namespaces,Service Bus Namespaces,avm-res-servicebus-namespace,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/servicebus/namespace,,46d3xbcp.res.servicebus-namespace,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-servicebus-namespace-module-owners-bicep,@azure/avm-res-servicebus-namespace-module-contributors-bicep,
Microsoft.ServiceFabric,clusters,Service Fabric Clusters,avm-res-servicefabric-cluster,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/servicefabric/cluster,,46d3xbcp.res.servicefabric-cluster,,,@azure/avm-res-servicefabric-cluster-module-owners-bicep,@azure/avm-res-servicefabric-cluster-module-contributors-bicep,
Microsoft.SignalRService,signalR,SignalR Service SignalR,avm-res-signalrservice-signalr,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/signalrservice/signalr,,46d3xbcp.res.signalrservice-signalr,,,@azure/avm-res-signalrservice-signalr-module-owners-bicep,@azure/avm-res-signalrservice-signalr-module-contributors-bicep,
Microsoft.SignalRService,webPubSub,SignalR Web PubSub Services,avm-res-signalrservice-webpubsub,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/signalrservice/webpubsub,,46d3xbcp.res.signalrservice-webpubsub,,,@azure/avm-res-signalrservice-webpubsub-module-owners-bicep,@azure/avm-res-signalrservice-webpubsub-module-contributors-bicep,
Microsoft.Sql,managedInstances,SQL Managed Instances,avm-res-sql-managedinstance,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/sql/managedinstance,,46d3xbcp.res.sql-managedinstance,segraef,Sebastian Graef,@azure/avm-res-sql-managedinstance-module-owners-bicep,@azure/avm-res-sql-managedinstance-module-contributors-bicep,
Microsoft.Sql,servers,Azure SQL Servers,avm-res-sql-server,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/sql/server,,46d3xbcp.res.sql-server,,,@azure/avm-res-sql-server-module-owners-bicep,@azure/avm-res-sql-server-module-contributors-bicep,
Microsoft.Storage,storageAccounts,Storage Accounts,avm-res-storage-storageaccount,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/storage/storageaccount,,46d3xbcp.res.storage-storageaccount,fblix,Felix Borst,@azure/avm-res-storage-storageaccount-module-owners-bicep,@azure/avm-res-storage-storageaccount-module-contributors-bicep,
Microsoft.Synapse,privateLinkHubs,Azure Synapse Analytics,avm-res-synapse-privatelinkhub,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/synapse/privatelinkhub,,46d3xbcp.res.synapse-privatelinkhub,,,@azure/avm-res-synapse-privatelinkhub-module-owners-bicep,@azure/avm-res-synapse-privatelinkhub-module-contributors-bicep,
Microsoft.Synapse,workspaces,Synapse Workspaces,avm-res-synapse-workspace,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/synapse/workspace,,46d3xbcp.res.synapse-workspace,,,@azure/avm-res-synapse-workspace-module-owners-bicep,@azure/avm-res-synapse-workspace-module-contributors-bicep,
Microsoft.VirtualMachineImages,imageTemplates,Virtual Machine Image Templates,avm-res-virtualmachineimages-imagetemplate,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/virtualmachineimages/imagetemplate,,46d3xbcp.res.virtualmachineimages-imagetemplate,ahmadabdalla,Ahmad Abdalla,@azure/avm-res-virtualmachineimages-imagetemplate-module-owners-bicep,@azure/avm-res-virtualmachineimages-imagetemplate-module-contributors-bicep,
Microsoft.Web,connectionGateways,API Connections,avm-res-web-connectiongateway,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/web/connectiongateway,,46d3xbcp.res.web-connectiongateway,,,@azure/avm-res-web-connectiongateway-module-owners-bicep,@azure/avm-res-web-connectiongateway-module-contributors-bicep,
Microsoft.Web,hostingEnvironments,App Service Environments,avm-res-web-hostingenvironment,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/web/hostingenvironment,,46d3xbcp.res.web-hostingenvironment,,,@azure/avm-res-web-hostingenvironment-module-owners-bicep,@azure/avm-res-web-hostingenvironment-module-contributors-bicep,
Microsoft.Web,serverfarms,App Service Plans,avm-res-web-serverfarm,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/web/serverfarm,,46d3xbcp.res.web-serverfarm,,Buddy Davies,@azure/avm-res-web-serverfarm-module-owners-bicep,@azure/avm-res-web-serverfarm-module-contributors-bicep,
Microsoft.Web,sites,Web/Function Apps,avm-res-web-site,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/web/site,,46d3xbcp.res.web-site,,Buddy Davies,@azure/avm-res-web-site-module-owners-bicep,@azure/avm-res-web-site-module-contributors-bicep,
Microsoft.Web,staticSites,Static Web Apps,avm-res-web-staticsite,Migrate From CARML :rocket:,https://github.com/Azure/bicep-registry-modules/tree/main/avm/res/web/staticsite,,46d3xbcp.res.web-staticsite,ChrisSidebotham,Chris Sidebotham,@azure/avm-res-web-staticsite-module-owners-bicep,@azure/avm-res-web-staticsite-module-contributors-bicep,
